time,open,high,low,close,adjusted_close,volume,30_day_MA,50_day_MA,100_day_MA,200_day_MA,4_week_high,4_week_low,10_week_high,10_week_low,52_week_high,52_week_low,sentiment,weekly_sentiment,monthly_sentiment
2023-02-05,244.51,245.6,242.2,256.77,256.77,25867365.0,238.24766666666667,238.24766666666667,240.155816748484,253.8436435586617,248.16,222.31,257.22,213.648993440865,339.886189703787,213.648993440865,0.1553210715591866,0.1225686772449494,0.12061010253655785
2023-01-29,241.1,245.165,239.65,242.71,242.71,31933951.0,239.51266666666663,239.51266666666663,240.84581370818037,255.00803420797016,257.22,222.31,257.22,213.648993440865,339.886189703787,213.648993440865,0.1634321363720171,0.08266927047171778,0.12618564237089672
2023-01-22,237.97,240.91,237.09,242.58,242.58,29831257.0,240.985,240.985,242.1894946371849,256.42756258689604,257.22,222.31,257.22,213.648993440865,339.886189703787,213.648993440865,0.13388707743812478,0.12207416809687775,0.13018164591301296
2023-01-15,226.45,231.2366,226.41,240.35,240.35,27369784.0,242.875,242.875,244.5408099624603,258.1959200423733,257.22,222.31,257.22,213.648993440865,339.886189703787,213.648993440865,0.12999303417365404,0.1388284175010676,0.12516773768042158
2023-01-08,243.08,245.75,237.4,227.12,227.12,25740036.0,245.289,245.289,247.09995239572257,259.6501336175521,257.22,234.53,257.22,213.648993440865,339.886189703787,213.648993440865,0.26166545347594594,0.18089272746131876,0.12028021688788613
2023-01-01,238.7,238.93,235.83,239.58,239.58,16688648.0,245.64345489047489,245.64345489047489,248.8415923847351,260.5990812852352,257.22,236.96,257.22,213.648993440865,339.886189703787,213.648993440865,0.13727501694929242,0.08114266220481156,0.11681903486993334
2022-12-25,244.86,245.21,238.71,236.96,236.96,29696436.0,244.5749281657797,244.5749281657797,250.76848660537763,261.5913874003514,257.22,223.880212449981,265.902002805165,213.648993440865,339.886189703787,213.648993440865,0.11016852710054012,0.12705744651811005,0.12931925286300955
2022-12-18,247.445,252.54,247.17,240.45,240.45,30665069.0,240.062238961539,240.062238961539,251.38318901232387,262.69414368750654,255.14,213.648993440865,265.902002805165,213.648993440865,339.886189703787,213.648993440865,0.14642462639989506,0.09821655310800947,0.138667837846724
2022-12-11,252.01,253.819,248.06,252.51,252.51,23435294.0,238.51846110583995,238.51846110583995,251.94720856140117,263.7059711642884,255.14,213.648993440865,267.337963367848,213.648993440865,339.886189703787,213.648993440865,0.10606233232932917,0.16757377239730173,0.1341363355943758
2022-12-04,246.08,246.65,240.8,250.2,250.2,24810271.0,236.2537833010189,236.2537833010189,252.256172780172,264.769258929276,249.956857390372,213.648993440865,285.347302091498,213.648993440865,339.886189703787,213.648993440865,0.08945553810664948,0.10665963311596253,0.13031939083328228
2022-11-27,241.43,244.67,241.19,241.76,241.76,26394700.0,233.90498968689408,233.90498968689408,252.9559354254635,265.8981865219997,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865,0.1905072495030981,0.17049065240812447,0.12393040326903354
2022-11-20,241.985,243.91,239.21,242.05,242.05,31123340.0,233.8049602464144,233.8049602464144,253.87352172117585,267.4879139791792,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865,0.13749244641990024,0.12318068910551694,0.1106728278255701
2022-11-13,221.99,228.41,221.28,241.55,240.872412441731,33497979.0,233.9246236266381,233.9246236266381,254.57811577709808,268.957801277408,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865,0.08811025661038255,0.10732655802634228,0.11588914349893212
2022-11-06,233.76,234.92,231.15,227.87,227.230787096242,28357265.0,236.78225162603303,236.78225162603303,255.9925567427064,270.9124272451194,249.956857390372,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658,0.1643221575905155,0.08636958095332002,0.12432645252450834
2022-10-30,243.76,247.84,241.295,232.13,231.478837094179,24911212.0,238.84710973144675,238.84710973144675,257.7540982082736,272.803495430358,248.500952930985,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658,0.1452005046144264,0.12093634263191647,0.13802771309307352
2022-10-23,235.82,238.96,235.135,247.25,246.556423002351,28142268.0,242.1867152345201,242.1867152345201,259.1760140157482,274.8929412768295,265.902002805165,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658,0.18276260653771179,0.13864164143283098,0.1482540571089482
2022-10-16,233.05,234.559,226.73,237.53,236.863689204241,29743608.0,247.32692221168,247.32692221168,260.43089922378493,277.57009311585114,265.902002805165,228.606915968813,292.02526730433,228.606915968813,339.886189703787,228.606915968813,0.24459951335299868,0.14967826675697762,0.1447356068173481
2022-10-09,235.41,241.61,234.66,229.25,228.606915968813,28880357.0,252.9298275923711,252.9298275923711,261.33871608526994,279.61420745957304,278.067779794563,232.246677117281,292.02526730433,232.246677117281,339.886189703787,232.246677117281,0.11654340223015257,0.1717776129733431,0.14571221580474167
2022-10-02,237.045,241.45,236.9,240.74,240.064684625222,27694190.0,261.7036501868769,261.7036501868769,263.14617881678214,281.99909623868183,290.502799389464,236.783913617425,292.02526730433,236.783913617425,339.886189703787,235.325959814769,0.13439629353593727,0.13472978048477882,0.130871333101474
2022-09-25,242.465,245.14,240.85,237.45,236.783913617425,26826931.0,269.3462034826658,269.3462034826658,265.2644243292614,284.1925966125634,292.02526730433,243.834081102265,292.02526730433,241.067370624415,339.886189703787,235.325959814769,0.08572846425798974,0.11014004192466488,0.12613121132773944
2022-09-18,265.78,267.45,265.16,244.52,243.834081102265,18747690.0,274.6656674066564,274.6656674066564,266.72982086557624,286.2619572161964,292.02526730433,252.539592013531,292.02526730433,241.067370624415,339.886189703787,235.325959814769,0.21538161157393435,0.18837774047910932,0.12976555261212236
2022-09-11,256.2,257.83,251.94,266.65,265.902002805165,21283869.0,275.589105438963,275.589105438963,267.5314703688395,287.7835217777301,292.02526730433,252.539592013531,292.02526730433,241.067370624415,339.886189703787,228.285873569264,0.10360662293481993,0.09890218802925195,0.1169012263175469
2022-09-04,265.85,267.4,263.85,253.25,252.539592013531,20121371.0,275.88516518701255,275.88516518701255,269.17025470776,289.6589124147629,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,228.285873569264,0.14420587982506486,0.12172751214876265,0.13035204327238736
2022-08-28,282.08,282.46,277.22,265.23,264.485986139186,25061070.0,272.7054370164076,272.7054370164076,271.02453153894,291.1433493952585,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,226.808932398878,0.08753252556589124,0.12337626409449134,0.13288562678047378
2022-08-21,291.0,294.18,290.11,277.75,276.970865475847,18085654.0,269.0267144038853,269.0267144038853,271.9112419426893,292.1459010876591,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,223.894435155984,0.13320494974812278,0.12084087844604655,0.131222677772905
2022-08-14,284.05,285.92,279.32,293.47,292.02526730433,18757818.0,264.1899764660703,264.1899764660703,272.3666394827187,292.68132839789104,282.25361049127,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014,0.16161901525632427,0.16025275797526534,0.14657297561625543
2022-08-07,277.82,281.28,275.84,280.32,278.940003853033,21539580.0,260.10717525385206,260.10717525385206,272.4674294598698,293.2587899628238,279.35793622182,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014,0.1968490194701669,0.12211714731301207,0.12618583430666944
2022-07-31,260.995,261.5,256.81,278.01,276.641375824707,21055998.0,256.1490903675576,256.1490903675576,273.27765029173554,293.79624106682087,267.078685196041,243.286392487258,287.850043474633,241.067370624415,339.886189703787,223.244581041014,0.18832825198044795,0.0975255063407923,0.09916936676672966
2022-07-24,259.75,260.84,253.3,258.83,257.555797650116,20975034.0,257.49708810307266,257.49708810307266,274.8350616173594,294.3987915699,271.158501177053,241.067370624415,299.15638182616,241.067370624415,339.886189703787,223.244581041014,0.1866476786358308,0.20441263942084298,0.08541800727426072
2022-07-17,265.65,266.53,262.18,254.25,252.998344676205,19519108.0,260.36854883052195,260.36854883052195,276.73288599085345,295.2940675285708,273.228261479616,241.067370624415,312.656487320522,241.067370624415,339.886189703787,223.244581041014,0.10654536657853889,0.14692257536742842,0.033457773453460966
2022-07-10,256.16,262.98,254.74,264.51,263.207835399422,22971634.0,259.3260397550485,259.3260397550485,278.04081156262,295.8576516057128,273.228261479616,241.067370624415,313.093255439457,241.067370624415,339.886189703787,223.244581041014,0.012317493576250919,-0.010026097337253386,0.011210365902560563
2022-07-03,268.205,268.3,263.28,262.85,261.556007465646,24615114.0,259.2841906761273,259.2841906761273,280.2628170409695,296.8380332595865,273.228261479616,241.067370624415,313.093255439457,241.067370624415,339.886189703787,208.901972106839,-0.006072824011778217,0.01049279574786542,0.013956596041882855
2022-06-26,250.255,254.75,249.51,264.89,263.585964685467,29928297.0,259.37852731607813,259.37852731607813,282.03147498652385,297.5675918075787,273.228261479616,241.067370624415,313.093255439457,241.067370624415,339.886189703787,208.901972106839,0.01790715942082186,0.00911948976234438,0.017716330610574326
2022-06-19,245.11,249.0242,241.53,253.74,252.49085537125,46135788.0,264.76096023099745,264.76096023099745,284.3195644032041,298.84149334256665,287.850043474633,241.067370624415,313.093255439457,241.067370624415,339.886189703787,208.509022241601,-0.08378394823443006,0.03219584994847484,0.02511750222101165
2022-06-12,272.06,274.18,267.22,242.26,241.067370624415,22400342.0,267.9103420117161,267.9103420117161,286.6020821084477,299.8377246832393,287.850043474633,251.316664430373,313.093255439457,251.316664430373,339.886189703787,208.509022241601,0.05971874102581729,-0.001605710303819664,0.012996679890566442
2022-06-05,272.53,274.77,268.93,268.75,267.42696217003,37827695.0,269.17036938663205,269.17036938663205,288.2514120064923,300.24008340341567,287.850043474633,251.316664430373,313.093255439457,251.316664430373,339.886189703787,208.509022241601,0.048788342522631006,0.027949855713277377,0.012022082517980986
2022-05-29,255.49,261.5,253.43,271.87,270.531602623873,33175379.0,271.7806173958325,271.7806173958325,291.3877674523435,300.7344085196568,287.850043474633,251.316664430373,313.093255439457,251.316664430373,339.886189703787,208.509022241601,-0.034339309471870694,0.03457428796528723,0.009880499178747537
2022-05-22,259.955,265.82,255.78,260.65,259.366837914859,32550933.0,279.5216695703903,279.5216695703903,295.36137845433285,301.42604073446256,299.15638182616,253.474407204798,313.093255439457,253.474407204798,339.886189703787,206.809514074449,0.02684819903388425,0.003329467692707912,0.010274289389681527
2022-05-15,270.06,272.36,263.32,261.5,259.579234321734,47725952.0,287.7832047170379,287.7832047170379,298.52955089139573,302.00617029491855,312.656487320522,262.636611154281,313.093255439457,262.636611154281,339.886189703787,206.809514074449,0.02089195134680434,-0.022526134877031558,0.00990788905151675
2022-05-08,277.71,284.94,276.22,264.58,262.636611154281,35151105.0,291.822317162373,291.822317162373,301.3731376400036,302.09014210939944,313.093255439457,268.235184315178,313.093255439457,268.235184315178,339.886189703787,206.406740462581,0.003768578081092165,0.018103466935763875,0.030668237709084445
2022-05-01,273.29,281.11,270.77,284.47,282.380515439785,35678852.0,293.42942530909147,293.42942530909147,303.7082032290835,302.03749251856857,313.093255439457,272.01719916323,313.093255439457,272.01719916323,339.886189703787,206.406740462581,0.02349140368827371,0.016917847703618816,0.033595071845502145
2022-04-24,278.91,282.46,278.34,280.72,278.658059880678,20778000.0,293.4856757486514,293.4856757486514,306.3071214691728,301.9149578748654,313.093255439457,274.409497269217,315.279582632463,273.823830927917,339.886189703787,206.406740462581,-0.026440850494967656,0.04121823303390982,0.03166827883468595
2022-04-17,291.79,292.61,285.0,280.52,278.459528917525,34569264.0,295.1695492011221,295.1695492011221,308.59502780475907,301.64847290468737,313.093255439457,273.823830927917,333.159987529298,273.823830927917,339.886189703787,198.237935869449,-0.12402708047758008,0.02256533021490933,0.029153637232838932
2022-04-10,310.09,315.11,309.71,285.26,283.164712744236,24335868.0,294.001525367909,294.001525367909,310.3325432264174,300.7722397114197,313.093255439457,273.823830927917,339.232390965177,273.823830927917,339.886189703787,198.237935869449,0.08530013956256594,0.03531859096857932,0.016876501515543874
2022-04-03,304.33,310.8,304.33,314.97,312.656487320522,29578188.0,291.0377841439941,291.0377841439941,311.43381457695267,299.41463948785906,308.417851257219,273.823830927917,339.232390965177,273.823830927917,339.886189703787,198.237935869449,0.00889438516718221,0.011046957805077902,-0.022637660073223133
2022-03-27,298.89,300.14,294.9,310.7,308.417851257219,28107855.0,290.6732160624062,290.6732160624062,312.5577872325939,298.1523392379468,308.285917337634,273.823830927917,339.321545338624,273.823830927917,339.886189703787,198.237935869449,0.038812919966480175,0.058907591511279465,-0.022637660073223133
2022-03-20,280.34,285.3992,275.82,299.16,296.962614683327,30660747.0,292.68690901101803,292.68690901101803,313.18526793427424,296.94790354035666,310.514776673804,273.823830927917,339.321545338624,273.823830927917,339.886189703787,198.237935869449,0.03841028619362571,-0.020731685257224314,-0.022637660073223133
2022-03-13,288.53,289.69,278.53,276.44,274.409497269217,43157178.0,295.3387062650873,295.3387062650873,314.2418146839678,296.12785338233846,310.514776673804,276.861354664149,339.321545338624,276.861354664149,339.886189703787,198.237935869449,-0.04878092285866512,-0.1444242579164349,-0.022637660073223133
2022-03-06,296.4,299.97,292.15,278.91,276.861354664149,31217778.0,296.5379502146101,296.5379502146101,314.31483184190625,295.1659256654308,310.514776673804,278.211365213585,339.886189703787,278.211365213585,339.886189703787,196.533126852433,0.050726,-0.1444242579164349,-0.022637660073223133
